item,string,int
22633,马谡,0
22634,孙尚香,0
22635,韩当,0
22636,徐盛,0
22637,韩当,0
22638,孙尚香,0
22639,大乔,0
22640,马忠,0
22641,廖化,0
22642,杨修,0
22643,周瑜,0
22644,鲁肃,0
22645,曹植,0
22646,蒋干,0
22647,赵云,0
22648,荀彧,0
22649,大乔,0
22650,张苞,0
22651,徐晃,0
22652,张春华,0
22653,孙鲁育,0
22654,甄姬,0
22655,典韦,0
22656,张苞,0
22657,赵云,0
22658,刘备,0
22659,荀彧,0
22660,马岱,0
22661,王异,0
22662,张苞,0
22663,张辽,0
22664,辛宪英,0
22665,刘备,0
22666,小乔,0
22667,徐盛,0
22668,李儒,0
22669,周瑜,0
22670,太史慈,0
22671,许褚,0
22672,鲁肃,0
22673,大乔,0
22674,华佗,0
22675,诸葛亮,0
22676,甄姬,0
22677,蔡文姬,0
22678,王异,0
22679,许褚,0
22680,荀彧,0
22681,张辽,0
22682,太史慈,0
22683,诸葛亮,0
22684,刘备,0
22685,大乔,0
22686,荀彧,0
22687,王异,0
22688,许褚,0
22689,辛宪英,0
22690,赵云,0
22691,吕布,0
22692,华佗,0
22693,马超,0
22694,花木兰,0
22695,蔡文姬,0
22696,墨子,0
22697,鲁肃,0
22698,孙鲁育,0
22699,周瑜,0
22700,太史慈,0
22701,徐晃,0
22702,华佗,0
22703,荀彧,0
22704,刘备,0
22705,张辽,0
22706,张飞,0
22707,赵云,0
22708,刘备,0
22709,诸葛亮,0
22710,马岱,0
22711,王异,0
22712,张苞,0
22713,关羽,0
22714,蔡文姬,0
22715,诸葛亮,0
22716,孙策,0
22717,徐盛,0
22718,李儒,0
22719,周瑜,0
22720,鲁肃,0
22721,许褚,0
22722,关羽,0
22723,大乔,0
22724,蔡文姬,0
22725,太史慈,0
22726,许褚,0
22727,张辽,0
22728,貂蝉,0
22729,荀彧,0
22730,王异,0
22731,赵云,0
22732,大乔,0
22733,大乔,0
22734,鲁肃,0
22735,吕布,0
22736,墨子,0
22737,许褚,0
22738,孙鲁育,0
22739,刘备,0
22740,大乔,0
22741,赵云,0
22742,马超,0
22743,辛宪英,0
22744,王异,0
22745,华佗,0
22746,墨子,0
22747,华佗,0
22748,蔡文姬,0
22749,甄姬,0
22750,吕布,0
22751,周仓,0
22752,孙乾,0
22753,郭淮,0
22754,马忠,0
22755,曹植,0
22756,朱桓,0
22757,李典,0
22758,马谡,0
22759,孙尚香,0
22760,韩当,0
22761,徐盛,0
22762,韩当,0
22763,孙尚香,0
22764,大乔,0
22765,马忠,0
22766,廖化,0
22767,杨修,0
22768,周瑜,0
22769,鲁肃,0
22770,曹植,0
22771,蒋干,0
22772,赵云,0
22773,荀彧,0
22774,大乔,0
22775,张苞,0
22776,张飞,0
22777,许褚,0
22778,孙鲁育,0
22779,甄姬,0
22780,吕布,0
22781,貂蝉,0
22782,马超,0
22783,蔡文姬,0
22784,关羽,0
22785,关银屏,0
22786,诸葛亮,0
22787,许褚,0
22788,关羽,0
22789,蔡文姬,0
22790,许褚,0
22791,张辽,0
22792,荀彧,0
22793,辛宪英,0
22794,典韦,0
22795,甄姬,0
22796,华佗,0
22797,诸葛亮,0
22798,张飞,0
22799,蔡文姬,0
22800,关羽,0
22801,甄姬,0
22802,蔡文姬,0
22803,王异,0
22804,许褚,0
22805,荀彧,0
22806,张辽,0
22807,太史慈,0
22808,诸葛亮,0
22809,刘备,0
22810,大乔,0
22811,荀彧,0
22812,王异,0
22813,许褚,0
22814,辛宪英,0
22815,赵云,0
22816,吕布,0
22817,华佗,0
22818,马超,0
22819,花木兰,0
22820,蔡文姬,0
22821,墨子,0
22822,鲁肃,0
22823,孙鲁育,0
22824,周瑜,0
22825,太史慈,0
22826,华佗,0
22827,许褚,0
22828,貂蝉,0
22829,蔡文姬,0
22830,武则天,0
22831,许褚,0
22832,大乔,0
22833,周瑜,0
22834,武则天,0
22835,小乔,0
22836,墨子,0
22837,吕布,0
22838,蔡文姬,0
22839,花木兰,0
22840,张角,0
22841,孙权,0
22842,太史慈,0
22843,小乔,0
22844,大乔,0
22845,孙鲁育,0
22846,华佗,0
22847,蔡文姬,0
22848,许褚,0
22849,荀彧,0
22850,王异,0
22851,许褚,0
22852,张辽,0
22853,貂蝉,0
22854,荀彧,0
22855,王异,0
22856,赵云,0
22857,大乔,0
22858,大乔,0
22859,鲁肃,0
22860,吕布,0
22861,墨子,0
22862,许褚,0
22863,孙鲁育,0
22864,刘备,0
22865,大乔,0
22866,赵云,0
22867,马超,0
22868,辛宪英,0
22869,王异,0
22870,华佗,0
22871,墨子,0
22872,华佗,0
22873,蔡文姬,0
22874,甄姬,0
22875,吕布,0
22876,周仓,0
22877,孙乾,0
22878,郭淮,0
22879,马忠,0
22880,曹植,0
22881,朱桓,0
22882,李典,0
22883,马谡,0
22884,孙尚香,0
22885,韩当,0
22886,徐盛,0
22887,韩当,0
22888,孙尚香,0
22889,大乔,0
22890,马忠,0
22891,廖化,0
22892,杨修,0
22893,周瑜,0
22894,鲁肃,0
22895,曹植,0
22896,蒋干,0
22897,赵云,0
22898,荀彧,0
22899,大乔,0
22900,张苞,0
22901,徐晃,0
22902,张春华,0
22903,孙鲁育,0
22904,甄姬,0
22905,典韦,0
22906,张苞,0
22907,赵云,0
22908,刘备,0
22909,荀彧,0
22910,马岱,0
22911,王异,0
22912,张苞,0
22913,张辽,0
22914,辛宪英,0
22915,刘备,0
22916,小乔,0
22917,徐盛,0
22918,李儒,0
22919,周瑜,0
22920,太史慈,0
22921,许褚,0
22922,鲁肃,0
22923,大乔,0
22924,华佗,0
22925,诸葛亮,0
22926,甄姬,0
22927,蔡文姬,0
22928,王异,0
22929,许褚,0
22930,荀彧,0
22931,张辽,0
22932,太史慈,0
22933,诸葛亮,0
22934,刘备,0
22935,大乔,0
22936,荀彧,0
22937,王异,0
22938,许褚,0
22939,辛宪英,0
22940,赵云,0
22941,吕布,0
22942,华佗,0
22943,马超,0
22944,花木兰,0
22945,蔡文姬,0
22946,墨子,0
22947,鲁肃,0
22948,孙鲁育,0
22949,周瑜,0
22950,太史慈,0
22951,徐晃,0
22952,华佗,0
22953,荀彧,0
22954,刘备,0
22955,张辽,0
22956,张飞,0
22957,赵云,0
22958,刘备,0
22959,诸葛亮,0
22960,马岱,0
22961,王异,0
22962,张苞,0
22963,关羽,0
22964,蔡文姬,0
22965,诸葛亮,0
22966,孙策,0
22967,徐盛,0
22968,李儒,0
22969,周瑜,0
22970,鲁肃,0
22971,许褚,0
22972,关羽,0
22973,大乔,0
22974,蔡文姬,0
22975,太史慈,0
22976,许褚,0
22977,张辽,0
22978,貂蝉,0
22979,荀彧,0
22980,王异,0
22981,赵云,0
22982,大乔,0
22983,大乔,0
22984,鲁肃,0
22985,吕布,0
22986,墨子,0
22987,许褚,0
22988,孙鲁育,0
22989,刘备,0
22990,大乔,0
22991,赵云,0
22992,马超,0
22993,辛宪英,0
22994,王异,0
22995,华佗,0
22996,墨子,0
22997,华佗,0
22998,蔡文姬,0
22999,甄姬,0
23000,吕布,0
23001,周仓,0
23002,孙乾,0
23003,郭淮,0
23004,马忠,0
23005,曹植,0
23006,朱桓,0
23007,李典,0
23008,马谡,0
23009,孙尚香,0
23010,韩当,0
23011,徐盛,0
23012,韩当,0
23013,孙尚香,0
23014,大乔,0
23015,马忠,0
23016,廖化,0
23017,杨修,0
23018,周瑜,0
23019,鲁肃,0
23020,曹植,0
23021,蒋干,0
23022,赵云,0
23023,荀彧,0
23024,大乔,0
23025,张苞,0
23026,张飞,0
23027,许褚,0
23028,孙鲁育,0
23029,甄姬,0
23030,吕布,0
23031,貂蝉,0
23032,马超,0
23033,蔡文姬,0
23034,关羽,0
23035,关银屏,0
23036,诸葛亮,0
23037,许褚,0
23038,关羽,0
23039,蔡文姬,0
23040,许褚,0
23041,张辽,0
23042,荀彧,0
23043,辛宪英,0
23044,典韦,0
23045,甄姬,0
23046,华佗,0
23047,诸葛亮,0
23048,张飞,0
23049,蔡文姬,0
23050,关羽,0
23051,甄姬,0
23052,蔡文姬,0
23053,王异,0
23054,许褚,0
23055,荀彧,0
23056,张辽,0
23057,太史慈,0
23058,诸葛亮,0
23059,刘备,0
23060,大乔,0
23061,荀彧,0
23062,王异,0
23063,许褚,0
23064,辛宪英,0
23065,赵云,0
23066,吕布,0
23067,华佗,0
23068,马超,0
23069,花木兰,0
23070,蔡文姬,0
23071,墨子,0
23072,鲁肃,0
23073,孙鲁育,0
23074,周瑜,0
23075,太史慈,0
23076,华佗,0
23077,许褚,0
23078,貂蝉,0
23079,蔡文姬,0
23080,武则天,0
23081,许褚,0
23082,大乔,0
23083,周瑜,0
23084,武则天,0
23085,小乔,0
23086,墨子,0
23087,吕布,0
23088,蔡文姬,0
23089,花木兰,0
23090,张角,0
23091,孙权,0
23092,太史慈,0
23093,小乔,0
23094,大乔,0
23095,孙鲁育,0
23096,华佗,0
23097,蔡文姬,0
23098,许褚,0
23099,荀彧,0
23100,王异,0
23101,许褚,0
23102,张辽,0
23103,貂蝉,0
23104,荀彧,0
23105,王异,0
23106,赵云,0
23107,大乔,0
23108,大乔,0
23109,鲁肃,0
23110,吕布,0
23111,墨子,0
23112,许褚,0
23113,孙鲁育,0
23114,刘备,0
23115,大乔,0
23116,赵云,0
23117,马超,0
23118,辛宪英,0
23119,王异,0
23120,华佗,0
23121,墨子,0
23122,华佗,0
23123,蔡文姬,0
23124,甄姬,0
23125,吕布,0
23126,周仓,0
23127,孙乾,0
23128,郭淮,0
23129,马忠,0
23130,曹植,0
23131,朱桓,0
23132,李典,0
23133,马谡,0
23134,孙尚香,0
23135,韩当,0
23136,徐盛,0
23137,韩当,0
23138,孙尚香,0
23139,大乔,0
23140,马忠,0
23141,廖化,0
23142,杨修,0
23143,周瑜,0
23144,鲁肃,0
23145,曹植,0
23146,蒋干,0
23147,赵云,0
23148,荀彧,0
23149,大乔,0
23150,张苞,0
23151,徐晃,0
23152,张春华,0
23153,孙鲁育,0
23154,甄姬,0
23155,典韦,0
23156,张苞,0
23157,赵云,0
23158,刘备,0
23159,荀彧,0
23160,马岱,0
23161,王异,0
23162,张苞,0
23163,张辽,0
23164,辛宪英,0
23165,刘备,0
23166,小乔,0
23167,徐盛,0
23168,李儒,0
23169,周瑜,0
23170,太史慈,0
23171,许褚,0
23172,鲁肃,0
23173,大乔,0
23174,华佗,0
23175,诸葛亮,0
23176,甄姬,0
23177,蔡文姬,0
23178,王异,0
23179,许褚,0
23180,荀彧,0
23181,张辽,0
23182,太史慈,0
23183,诸葛亮,0
23184,刘备,0
23185,大乔,0
23186,荀彧,0
23187,王异,0
23188,许褚,0
23189,辛宪英,0
23190,赵云,0
23191,吕布,0
23192,华佗,0
23193,马超,0
23194,花木兰,0
23195,蔡文姬,0
23196,墨子,0
23197,鲁肃,0
23198,孙鲁育,0
23199,周瑜,0
23200,太史慈,0
23201,徐晃,0
23202,华佗,0
23203,荀彧,0
23204,刘备,0
23205,张辽,0
23206,张飞,0
23207,赵云,0
23208,刘备,0
23209,诸葛亮,0
23210,马岱,0
23211,王异,0
23212,张苞,0
23213,关羽,0
23214,蔡文姬,0
23215,诸葛亮,0
23216,孙策,0
23217,徐盛,0
23218,李儒,0
23219,周瑜,0
23220,鲁肃,0
23221,许褚,0
23222,关羽,0
23223,大乔,0
23224,蔡文姬,0
23225,太史慈,0
23226,许褚,0
23227,张辽,0
23228,貂蝉,0
23229,荀彧,0
23230,王异,0
23231,赵云,0
23232,大乔,0
23233,大乔,0
23234,鲁肃,0
23235,吕布,0
23236,墨子,0
23237,许褚,0
23238,孙鲁育,0
23239,刘备,0
23240,大乔,0
23241,赵云,0
23242,马超,0
23243,辛宪英,0
23244,王异,0
23245,华佗,0
23246,墨子,0
23247,华佗,0
23248,蔡文姬,0
23249,甄姬,0
23250,吕布,0
23251,周仓,0
23252,孙乾,0
23253,郭淮,0
23254,马忠,0
23255,曹植,0
23256,朱桓,0
23257,李典,0
23258,马谡,0
23259,孙尚香,0
23260,韩当,0
23261,徐盛,0
23262,韩当,0
23263,孙尚香,0
23264,大乔,0
23265,马忠,0
23266,廖化,0
23267,杨修,0
23268,周瑜,0
23269,鲁肃,0
23270,曹植,0
23271,蒋干,0
23272,赵云,0
23273,荀彧,0
23274,大乔,0
23275,张苞,0
23276,张飞,0
23277,许褚,0
23278,孙鲁育,0
23279,甄姬,0
23280,吕布,0
23281,貂蝉,0
23282,马超,0
23283,蔡文姬,0
23284,关羽,0
23285,关银屏,0
23286,诸葛亮,0
23287,许褚,0
23288,关羽,0
23289,蔡文姬,0
23290,许褚,0
23291,张辽,0
23292,荀彧,0
23293,辛宪英,0
23294,典韦,0
23295,甄姬,0
23296,华佗,0
23297,诸葛亮,0
23298,张飞,0
23299,蔡文姬,0
23300,关羽,0
23301,甄姬,0
23302,蔡文姬,0
23303,王异,0
23304,许褚,0
23305,荀彧,0
23306,张辽,0
23307,太史慈,0
23308,诸葛亮,0
23309,刘备,0
23310,大乔,0
23311,荀彧,0
23312,王异,0
23313,许褚,0
23314,辛宪英,0
23315,赵云,0
23316,吕布,0
23317,华佗,0
23318,马超,0
23319,花木兰,0
23320,蔡文姬,0
23321,墨子,0
23322,鲁肃,0
23323,孙鲁育,0
23324,周瑜,0
23325,太史慈,0
23326,华佗,0
23327,许褚,0
23328,貂蝉,0
23329,蔡文姬,0
23330,武则天,0
23331,许褚,0
23332,大乔,0
23333,周瑜,0
23334,武则天,0
23335,小乔,0
23336,墨子,0
23337,吕布,0
23338,蔡文姬,0
23339,花木兰,0
23340,张角,0
23341,孙权,0
23342,太史慈,0
23343,小乔,0
23344,大乔,0
23345,孙鲁育,0
23346,华佗,0
23347,蔡文姬,0
23348,许褚,0
23349,荀彧,0
23350,王异,0
23351,许褚,0
23352,张辽,0
23353,貂蝉,0
23354,荀彧,0
23355,王异,0
23356,赵云,0
23357,大乔,0
23358,大乔,0
23359,鲁肃,0
23360,吕布,0
23361,墨子,0
23362,许褚,0
23363,孙鲁育,0
23364,刘备,0
23365,大乔,0
23366,赵云,0
23367,马超,0
23368,辛宪英,0
23369,王异,0
23370,华佗,0
23371,墨子,0
23372,华佗,0
23373,蔡文姬,0
23374,甄姬,0
23375,吕布,0
23376,周仓,0
23377,孙乾,0
23378,郭淮,0
23379,马忠,0
23380,曹植,0
23381,朱桓,0
23382,李典,0
23383,马谡,0
23384,孙尚香,0
23385,韩当,0
23386,徐盛,0
23387,韩当,0
23388,孙尚香,0
23389,大乔,0
23390,马忠,0
23391,廖化,0
23392,杨修,0
23393,周瑜,0
23394,鲁肃,0
23395,曹植,0
23396,蒋干,0
23397,赵云,0
23398,荀彧,0
23399,大乔,0
23400,张苞,0
23401,徐晃,0
23402,张春华,0
23403,孙鲁育,0
23404,甄姬,0
23405,典韦,0
23406,张苞,0
23407,赵云,0
23408,刘备,0
23409,荀彧,0
23410,马岱,0
23411,王异,0
23412,张苞,0
23413,张辽,0
23414,辛宪英,0
23415,刘备,0
23416,小乔,0
23417,徐盛,0
23418,李儒,0
23419,周瑜,0
23420,太史慈,0
23421,许褚,0
23422,鲁肃,0
23423,大乔,0
23424,华佗,0
23425,诸葛亮,0
23426,甄姬,0
23427,蔡文姬,0
23428,王异,0
23429,许褚,0
23430,荀彧,0
23431,张辽,0
23432,太史慈,0
23433,诸葛亮,0
23434,刘备,0
23435,大乔,0
23436,荀彧,0
23437,王异,0
23438,许褚,0
23439,辛宪英,0
23440,赵云,0
23441,吕布,0
23442,华佗,0
23443,马超,0
23444,花木兰,0
23445,蔡文姬,0
23446,墨子,0
23447,鲁肃,0
23448,孙鲁育,0
23449,周瑜,0
23450,太史慈,0
23451,徐晃,0
23452,华佗,0
23453,荀彧,0
23454,刘备,0
23455,张辽,0
23456,张飞,0
23457,赵云,0
23458,刘备,0
23459,诸葛亮,0
23460,马岱,0
23461,王异,0
23462,张苞,0
23463,关羽,0
23464,蔡文姬,0
23465,诸葛亮,0
23466,孙策,0
23467,徐盛,0
23468,李儒,0
23469,周瑜,0
23470,鲁肃,0
23471,许褚,0
23472,关羽,0
23473,大乔,0
23474,蔡文姬,0
23475,太史慈,0
23476,许褚,0
23477,张辽,0
23478,貂蝉,0
23479,荀彧,0
23480,王异,0
23481,赵云,0
23482,大乔,0
23483,大乔,0
23484,鲁肃,0
23485,吕布,0
23486,墨子,0
23487,许褚,0
23488,孙鲁育,0
23489,刘备,0
23490,大乔,0
23491,赵云,0
23492,马超,0
23493,辛宪英,0
23494,王异,0
23495,华佗,0
23496,墨子,0
23497,华佗,0
23498,蔡文姬,0
23499,甄姬,0
23500,吕布,0
23501,周仓,0
23502,孙乾,0
23503,郭淮,0
23504,马忠,0
23505,曹植,0
23506,朱桓,0
23507,李典,0
23508,马谡,0
23509,孙尚香,0
23510,韩当,0
23511,徐盛,0
23512,韩当,0
23513,孙尚香,0
23514,大乔,0
23515,马忠,0
23516,廖化,0
23517,杨修,0
23518,周瑜,0
23519,鲁肃,0
23520,曹植,0
23521,蒋干,0
23522,赵云,0
23523,荀彧,0
23524,大乔,0
23525,张苞,0
23526,张飞,0
23527,许褚,0
23528,孙鲁育,0
23529,甄姬,0
23530,吕布,0
23531,貂蝉,0
23532,马超,0
23533,蔡文姬,0
23534,关羽,0
23535,关银屏,0
23536,诸葛亮,0
23537,许褚,0
23538,关羽,0
23539,蔡文姬,0
23540,许褚,0
23541,张辽,0
23542,荀彧,0
23543,辛宪英,0
23544,典韦,0
23545,甄姬,0
23546,华佗,0
23547,诸葛亮,0
23548,张飞,0
23549,蔡文姬,0
23550,关羽,0
23551,甄姬,0
23552,蔡文姬,0
23553,王异,0
23554,许褚,0
23555,荀彧,0
23556,张辽,0
23557,太史慈,0
23558,诸葛亮,0
23559,刘备,0
23560,大乔,0
23561,荀彧,0
23562,王异,0
23563,许褚,0
23564,辛宪英,0
23565,赵云,0
23566,吕布,0
23567,华佗,0
23568,马超,0
23569,花木兰,0
23570,蔡文姬,0
23571,墨子,0
23572,鲁肃,0
23573,孙鲁育,0
23574,周瑜,0
23575,太史慈,0
23576,华佗,0
23577,许褚,0
23578,貂蝉,0
23579,蔡文姬,0
23580,武则天,0
23581,许褚,0
23582,大乔,0
23583,周瑜,0
23584,武则天,0
23585,小乔,0
23586,墨子,0
23587,吕布,0
23588,蔡文姬,0
23589,花木兰,0
23590,张角,0
23591,孙权,0
23592,太史慈,0
23593,小乔,0
23594,大乔,0
23595,孙鲁育,0
23596,华佗,0
23597,蔡文姬,0
23598,许褚,0
23599,荀彧,0
23600,王异,0
23601,许褚,0
23602,张辽,0
23603,貂蝉,0
23604,荀彧,0
23605,王异,0
23606,赵云,0
23607,大乔,0
23608,大乔,0
23609,鲁肃,0
23610,吕布,0
23611,墨子,0
23612,许褚,0
23613,孙鲁育,0
23614,刘备,0
23615,大乔,0
23616,赵云,0
23617,马超,0
23618,辛宪英,0
23619,王异,0
23620,华佗,0
23621,墨子,0
23622,华佗,0
23623,蔡文姬,0
23624,甄姬,0
23625,吕布,0
23626,周仓,0
23627,孙乾,0
23628,郭淮,0
23629,马忠,0
23630,曹植,0
23631,朱桓,0
23632,李典,0
23633,马谡,0
23634,孙尚香,0
23635,韩当,0
23636,徐盛,0
23637,韩当,0
23638,孙尚香,0
23639,大乔,0
23640,马忠,0
23641,廖化,0
23642,杨修,0
23643,周瑜,0
23644,鲁肃,0
23645,曹植,0
23646,蒋干,0
23647,赵云,0
23648,荀彧,0
23649,大乔,0
23650,张苞,0
23651,徐晃,0
23652,张春华,0
23653,孙鲁育,0
23654,甄姬,0
23655,典韦,0
23656,张苞,0
23657,赵云,0
23658,刘备,0
23659,荀彧,0
23660,马岱,0
23661,王异,0
23662,张苞,0
23663,张辽,0
23664,辛宪英,0
23665,刘备,0
23666,小乔,0
23667,徐盛,0
23668,李儒,0
23669,周瑜,0
23670,太史慈,0
23671,许褚,0
23672,鲁肃,0
23673,大乔,0
23674,华佗,0
23675,诸葛亮,0
23676,甄姬,0
23677,蔡文姬,0
23678,王异,0
23679,许褚,0
23680,荀彧,0
23681,张辽,0
23682,太史慈,0
23683,诸葛亮,0
23684,刘备,0
23685,大乔,0
23686,荀彧,0
23687,王异,0
23688,许褚,0
23689,辛宪英,0
23690,赵云,0
23691,吕布,0
23692,华佗,0
23693,马超,0
23694,花木兰,0
23695,蔡文姬,0
23696,墨子,0
23697,鲁肃,0
23698,孙鲁育,0
23699,周瑜,0
23700,太史慈,0
23701,徐晃,0
23702,华佗,0
23703,荀彧,0
23704,刘备,0
23705,张辽,0
23706,张飞,0
23707,赵云,0
23708,刘备,0
23709,诸葛亮,0
23710,马岱,0
23711,王异,0
23712,张苞,0
23713,关羽,0
23714,蔡文姬,0
23715,诸葛亮,0
23716,孙策,0
23717,徐盛,0
23718,李儒,0
23719,周瑜,0
23720,鲁肃,0
23721,许褚,0
23722,关羽,0
23723,大乔,0
23724,蔡文姬,0
23725,太史慈,0
23726,许褚,0
23727,张辽,0
23728,貂蝉,0
23729,荀彧,0
23730,王异,0
23731,赵云,0
23732,大乔,0
23733,大乔,0
23734,鲁肃,0
23735,吕布,0
23736,墨子,0
23737,许褚,0
23738,孙鲁育,0
23739,刘备,0
23740,大乔,0
23741,赵云,0
23742,马超,0
23743,辛宪英,0
23744,王异,0
23745,华佗,0
23746,墨子,0
23747,华佗,0
23748,蔡文姬,0
23749,甄姬,0
23750,吕布,0
23751,周仓,0
23752,孙乾,0
23753,郭淮,0
23754,马忠,0
23755,曹植,0
23756,朱桓,0
23757,李典,0
23758,马谡,0
23759,孙尚香,0
23760,韩当,0
23761,徐盛,0
23762,韩当,0
23763,孙尚香,0
23764,大乔,0
23765,马忠,0
23766,廖化,0
23767,杨修,0
23768,周瑜,0
23769,鲁肃,0
23770,曹植,0
23771,蒋干,0
23772,赵云,0
23773,荀彧,0
23774,大乔,0
23775,张苞,0
23776,张飞,0
23777,许褚,0
23778,孙鲁育,0
23779,甄姬,0
23780,吕布,0
23781,貂蝉,0
23782,马超,0
23783,蔡文姬,0
23784,关羽,0
23785,关银屏,0
23786,诸葛亮,0
23787,许褚,0
23788,关羽,0
23789,蔡文姬,0
23790,许褚,0
23791,张辽,0
23792,荀彧,0
23793,辛宪英,0
23794,典韦,0
23795,甄姬,0
23796,华佗,0
23797,诸葛亮,0
23798,张飞,0
23799,蔡文姬,0
23800,关羽,0
23801,甄姬,0
23802,蔡文姬,0
23803,王异,0
23804,许褚,0
23805,荀彧,0
23806,张辽,0
23807,太史慈,0
23808,诸葛亮,0
23809,刘备,0
23810,大乔,0
23811,荀彧,0
23812,王异,0
23813,许褚,0
23814,辛宪英,0
23815,赵云,0
23816,吕布,0
23817,华佗,0
23818,马超,0
23819,花木兰,0
23820,蔡文姬,0
23821,墨子,0
23822,鲁肃,0
23823,孙鲁育,0
23824,周瑜,0
23825,太史慈,0
23826,华佗,0
23827,许褚,0
23828,貂蝉,0
23829,蔡文姬,0
23830,武则天,0
23831,许褚,0
23832,大乔,0
23833,周瑜,0
23834,武则天,0
23835,小乔,0
23836,墨子,0
23837,吕布,0
23838,蔡文姬,0
23839,花木兰,0
23840,张角,0
23841,孙权,0
23842,太史慈,0
23843,小乔,0
23844,大乔,0
23845,孙鲁育,0
23846,华佗,0
23847,蔡文姬,0
23848,许褚,0
23849,荀彧,0
23850,王异,0
23851,许褚,0
23852,张辽,0
23853,貂蝉,0
23854,荀彧,0
23855,王异,0
23856,赵云,0
23857,大乔,0
23858,大乔,0
23859,鲁肃,0
23860,吕布,0
23861,墨子,0
23862,许褚,0
23863,孙鲁育,0
23864,刘备,0
23865,大乔,0
23866,赵云,0
23867,马超,0
23868,辛宪英,0
23869,王异,0
23870,华佗,0
23871,墨子,0
23872,华佗,0
23873,蔡文姬,0
23874,甄姬,0
23875,吕布,0
23876,周仓,0
23877,孙乾,0
23878,郭淮,0
23879,马忠,0
23880,曹植,0
23881,朱桓,0
23882,李典,0
23883,马谡,0
23884,孙尚香,0
23885,韩当,0
23886,徐盛,0
23887,韩当,0
23888,孙尚香,0
23889,大乔,0
23890,马忠,0
23891,廖化,0
23892,杨修,0
23893,周瑜,0
23894,鲁肃,0
23895,曹植,0
23896,蒋干,0
23897,赵云,0
23898,荀彧,0
23899,大乔,0
23900,张苞,0
23901,徐晃,0
23902,张春华,0
23903,孙鲁育,0
23904,甄姬,0
23905,典韦,0
23906,张苞,0
23907,赵云,0
23908,刘备,0
23909,荀彧,0
23910,马岱,0
23911,王异,0
23912,张苞,0
23913,张辽,0
23914,辛宪英,0
23915,刘备,0
23916,小乔,0
23917,徐盛,0
23918,李儒,0
23919,周瑜,0
23920,太史慈,0
23921,许褚,0
23922,鲁肃,0
23923,大乔,0
23924,华佗,0
23925,诸葛亮,0
23926,甄姬,0
23927,蔡文姬,0
23928,王异,0
23929,许褚,0
23930,荀彧,0
23931,张辽,0
23932,太史慈,0
23933,诸葛亮,0
23934,刘备,0
23935,大乔,0
23936,荀彧,0
23937,王异,0
23938,许褚,0
23939,辛宪英,0
23940,赵云,0
23941,吕布,0
23942,华佗,0
23943,马超,0
23944,花木兰,0
23945,蔡文姬,0
23946,墨子,0
23947,鲁肃,0
23948,孙鲁育,0
23949,周瑜,0
23950,太史慈,0
23951,徐晃,0
23952,华佗,0
23953,荀彧,0
23954,刘备,0
23955,张辽,0
23956,张飞,0
23957,赵云,0
23958,刘备,0
23959,诸葛亮,0
23960,马岱,0
23961,王异,0
23962,张苞,0
23963,关羽,0
23964,蔡文姬,0
23965,诸葛亮,0
23966,孙策,0
23967,徐盛,0
23968,李儒,0
23969,周瑜,0
23970,鲁肃,0
23971,许褚,0
23972,关羽,0
23973,大乔,0
23974,蔡文姬,0
23975,太史慈,0
23976,许褚,0
23977,张辽,0
23978,貂蝉,0
23979,荀彧,0
23980,王异,0
23981,赵云,0
23982,大乔,0
23983,大乔,0
23984,鲁肃,0
23985,吕布,0
23986,墨子,0
23987,许褚,0
23988,孙鲁育,0
23989,刘备,0
23990,大乔,0
23991,赵云,0
23992,马超,0
23993,辛宪英,0
23994,王异,0
23995,华佗,0
23996,墨子,0
23997,华佗,0
23998,蔡文姬,0
23999,甄姬,0
24000,吕布,0
25999,入侵的匈奴,0
50000,通用兵书,2
50001,兵书-魏,2
50002,兵书-蜀,2
50003,兵书-吴,2
50004,兵书-群,2
50005,兵书-绝,2
50011,阵营兵书任选礼包,18
51001,荀彧传,2
51002,典韦传,2
51003,张春华传,2
51004,高渐离传,2
51005,甄姬传,2
51006,王异传,2
51007,鲁智深传,2
51008,武松传,2
51009,张辽传,2
51010,徐晃传,2
51011,张郃传,2
52001,诸葛亮传,2
52002,张飞传,2
52003,关羽传,2
52004,赵云传,2
52005,关银屏传,2
52006,张苞传,2
52007,大乔传,2
52008,马超传,2
52009,马岱传,2
52010,张苞传,2
53001,abc传,2
53002,孙鲁育传,2
53003,周瑜传,2
53004,太史慈传,2
53005,穆桂英传,2
53006,孙权传,2
53007,鲁肃传,2
53008,小乔传,2
53009,孙策传,2
53010,徐盛传,2
54001,吕布传,2
54002,张角传,2
54003,墨子传,2
54004,花木兰传,2
54005,袁术传,2
54006,西施传,2
54007,李儒传,2
55001,嬴政传,2
55002,武则天传,2
55003,貂蝉传,2
55004,西施传,2
55005,祝融传,2
55006,王异传,2
55007,辛宪英传,2
120101,青铜剑,1
120102,青铜盔,1
120103,青铜铠,1
120104,青铜靴,1
120111,青铜剑,1
120112,青铜盔,1
120113,青铜铠,1
120114,青铜靴,1
120121,青铜剑,1
120122,青铜盔,1
120123,青铜铠,1
120124,青铜靴,1
120131,青铜剑,1
120132,青铜盔,1
120133,青铜铠,1
120134,青铜靴,1
120141,青铜剑,1
120142,青铜盔,1
120143,青铜铠,1
120144,青铜靴,1
120151,青铜剑,1
